Date,Adj Close,Close,High,Low,Open,Volume
2025-02-21,0.5066330703345712,0.9792447390590023,0.9780422816261786,1.0,0.9730440109205173,0.12493380235283447
2025-02-24,1.0,1.0,0.9808917311486445,0.9894750281598051,0.9596317264822544,0.11245462876626261
2025-02-25,0.9991964818069597,0.9991964004953593,1.0,0.99592162108937,1.0,0.0903569537210081
2025-02-26,0.909748295826601,0.9097481952724324,0.9158564538330858,0.9198790056833523,0.9517423008326824,0.06648111316095932
2025-02-27,0.86877337407387,0.8687734063935303,0.8736172842221674,0.892645648574866,0.8870480474268422,0.04460420810272541
2025-02-28,0.9295660899346392,0.9295660256191535,0.8674153004262541,0.8023943512966559,0.8547008204031571,0.14918515198446206
2025-03-03,0.878548317291986,0.8785483883161171,0.8999329390840327,0.8801473323415087,0.9183431102607477,0.08482569842686377
2025-03-04,0.85042845769363,0.8504283309996328,0.8335569549740426,0.86133391255575,0.8646943737907585,0.12894034408102992
2025-03-05,0.8478843589233634,0.8478843143628962,0.7745558812832523,0.7896328555618296,0.8345824940665283,0.08511650118922322
2025-03-06,0.8423942998751194,0.8423941748536903,0.7965135996570736,0.8413366868812342,0.8216962917231556,0.07139541305330895
2025-03-07,0.8924746004888291,0.892474585884723,0.855346893176718,0.8623864298144832,0.8305062607180198,0.07875352331557836
2025-03-10,0.7372790452983121,0.7372789462855129,0.768018848669958,0.7237205431173742,0.8361603390681365,0.2508180495138391
2025-03-11,0.6483662650168087,0.6483662697434066,0.5950385152682516,0.6346532524750617,0.6819197702734724,0.2779387419979217
2025-03-12,0.5966791328393978,0.5966790683476395,0.526483435033011,0.6012366826856189,0.6336620711061548,0.1872969883238689
2025-03-13,0.4989286765463424,0.4989286361549492,0.4441836804115118,0.5158531020753039,0.5785667091959832,0.17943197416390871
2025-03-14,0.5066330703345712,0.5499464777802597,0.39574252700467866,0.5311143012062294,0.5167653053874458,0.17102337227155642
2025-03-17,0.5567756369515139,0.5567755411526516,0.41702989198128404,0.5362451973755925,0.5438527146698855,0.09075780798747148
2025-03-18,0.5392342387643152,0.5392340652633951,0.41585645383308656,0.556242623797249,0.5550296518086928,0.05313353316018563
2025-03-19,0.5733797679321481,0.5733797907699053,0.4763660144894539,0.5859754835546939,0.5558185743094972,0.13285751064831675
2025-03-20,0.5581147656657884,0.5581146693381122,0.4550789052753055,0.5658465677558738,0.5527943045092382,0.09602360571414088
2025-03-21,0.6139530329995476,0.613952882057624,0.47770697704634285,0.5534797408996804,0.5208415387359543,0.3979308983270837
2025-03-24,0.6468933872890099,0.6468933104683086,0.5219577183738207,0.6495197827273547,0.6449704284479194,0.0655866945730602
2025-03-25,0.6873326985205065,0.6873325706663912,0.5658734108839195,0.6692540296475422,0.6419461586476604,0.0001834191735065344
2025-03-26,0.6576058025360697,0.6576057229851732,0.581294096644448,0.6743849258169053,0.6779749571279204,0.0
2025-03-27,0.6886718272347812,0.6886716988518518,0.580791267655922,0.6755689324528028,0.6500986253446771,0.017532872050786436
2025-03-28,0.6089983796501597,0.6089982712292381,0.5610123896448941,0.6376791141269577,0.6537803974427836,0.0357000409524991
2025-03-31,0.6656401651769593,0.66564008345339,0.5913509321774233,0.6186027155868709,0.5925048750876047,0.20565091129315186
2025-04-01,0.6798341512232295,0.6798339432012686,0.5588332935196442,0.6537296510151486,0.6293227967102012,0.01298340956901163
2025-04-02,0.6892074377560151,0.6892072275326719,0.5841435461669134,0.6816208565037359,0.649178282640916,0.00960316094598939
2025-04-03,0.4120245893362505,0.41202465189103343,0.2874624221011501,0.42152342588646424,0.4416830373436024,0.4599012337774078
2025-04-04,0.5066330703345712,0.21371190436736826,0.15990626817511913,0.23852112793394492,0.28849443209718756,0.6099174413625577
2025-04-07,0.12105002602268326,0.12104991409269984,0.06386183916736024,0.07117469799098285,0.06903352780179345,0.8403946380239286
2025-04-08,0.0,0.0,0.0,0.0,0.19395134001456257,0.5762256736152519
2025-04-09,0.3539101309040307,0.3539100847140579,0.17214219983334478,0.03525842480544089,0.0,1.0
2025-04-10,0.24102842135814032,0.24102836217921156,0.07442175945131747,0.181423421690849,0.225115183287042,0.5830321923993762
2025-04-11,0.34453663954886643,0.344536596060381,0.15420711336773127,0.2216812532884891,0.18606191436499026,0.3532973431565973
2025-04-14,0.40305316431117516,0.40305306515081385,0.3788133542785731,0.4203394192505664,0.5192636937343462,0.4461207845271587
2025-04-15,0.39796455712588324,0.39796462323279125,0.22075087764886697,0.4024470273463778,0.3932939179733279,0.11257135005849404
2025-04-16,0.29258180452202714,0.2925817324853419,0.17365068679892273,0.3046966198798689,0.3472715661054656,0.16852086776611455
2025-04-17,0.32886998059717604,0.3288697770374044,0.14230648628934162,0.3316667974868867,0.3320183956181495,0.11804591215355453
2025-04-21,0.27771845894099867,0.2777183086447321,0.05799541571373793,0.27101687058895796,0.28034196540017087,0.08188098696856795
2025-04-22,0.3658277210294615,0.3658275900044731,0.1885685435709248,0.3520588927871753,0.3178171886790825,0.12345977917665467
2025-04-23,0.43090532106010326,0.43090525596575047,0.29601077066854736,0.44191552118675287,0.44773177758565236,0.12314496517703619
2025-04-24,0.48138727835914336,0.48138716026569267,0.309922969463497,0.4437573762027514,0.43313610939618336,0.08567276151905759
2025-04-25,0.493572571334002,0.4935725320576542,0.3253436552240246,0.48664640057365505,0.45259693343496493,0.025053058164554345
2025-04-28,0.5066330703345712,0.5050883397568853,0.35467653977950175,0.5032232964647826,0.5003287511489236,0.02852668382136173
2025-04-29,0.5194164446562763,0.5194162349166745,0.3670802516088739,0.5151952536952028,0.48310327440959727,0.01575070466311567
2025-04-30,0.5366899351716689,0.536689844304384,0.3895407989712208,0.49282981400175174,0.4911243209036574,0.1188582923474853
2025-05-01,0.5476702580905352,0.5476701233227953,0.40596714270880035,0.5221680048805648,0.4882314713063549,0.15273548020473582
